rowkey,cust_ind,ecif_cust_id,cust_nm,unify_credit_code,found_dt,survival_status,opscope,cert_capt_amt,cert_capt_ccy,org_capt_amt,org_capt_ccy,hold_type,corp_econ_type,four_commis_corp_scale,cert_province,cert_city,cert_district,busin_addr,mec_num,industry_cd,industry_big_cd,industry_mid_cd,industry_sml_cd,oprt_cust_ind,scient_corp_ind,soe_ind,poe_ind,cb_poe_ind,icpe_ind,gov_com_fin_ind,gov_com_chs_ind,gov_com_other_ind,ngo_ind,re_comp_ind,fl_ind,mainten_fund_ind,legal_rep_nm,legal_rep_cust_id,act_ctrl_psn_nm,act_ctrl_psn_cust_id,vol_manager_id,vol_manager_org_id,manu_manager_id,manu_manager_org_id,pyrl_sign_ind,rplymt_tax_sign_ind,itnst_sign_ind,corp_ebnkg_sign_ind,mb_sign_ind,snd_bl_sign_ind,snd_bl_cust_sign_ind,pyrl_sign_dt,corp_ebnkg_sign_dt,mb_sign_dt,snd_bl_sign_dt,agt_cnt_12m,agt_amt_12m,agt_num_12m,agt_vld_ind_12m,corp_ebnkg_trans_y_ind,corp_mb_trans_y_ind,pyst_cust_y_ind,swap_corp_cust_ind,cash_cst_ind,sk_cust_ind,forex_cust_y_ind,open_acct_dt,lvl1_cust_ind,bsc_dep_acct_ind,manu_settle_amt,manu_settle_amt_avg_cnt,zero_dep_cust_ind,genal_cust_ind,ptntl_cst_ind,val_cust_ind,mediun_cust_ind,key_cust_ind,exchg_c_bal,exchg_c_bal_yavg,c_exchg_cny_12m_yaug,exchg_cny_dmd_12m_yaug,crg_cst_ind,project_loan_cust_ind,green_loan_cust_ind,ph_loan_cust_ind,manufacture_indu_loan_cust_ind,bill_fin_cust_ind,supply_core_cust_ind,supply_chain_cust_ind,our_bank_credit_lmt,our_bank_credit_bal,our_bank_usd_lmt,our_bank_avl_lmt,exchg_c_loan_bal,exchg_c_loan_yavg,cny_c_loan_bal,amt_mid_i,eva,corp_report_dt,report_crdt_amt,report_crdt_bal,report_crdt_our_bank_amt,report_crdt_our_bank_bal,abnormity_cust_ind,risk_cust_ind,aml_high_lvl_cust_ind,wire_fraud_risk_ind,veason_cust_ind,sleep_cust_ind,loan_overdue_cust_ind,badloan_cust_ind,hhnw_tech_entp_ind,spldnctgdtin_sme_ind,spldnctgdtin_shpe_ind,st_tp_sme_ind,invt_tp_sme_ind,ctytechinvtdmtentp_ind,mecidyidvchpnentp_ind,latest_fnc_round,latest_round_fnc_amt,latest_round_fnc_cny,latest_round_fnc_inv,ipo_ind,starr_market_ind,chinext_ind,neeq_ind,debt_issu_corp_ind,ues_rplymt_tax_y_ind,SH_SCI_RNG,SCIENT_REVOKE_12M_IND,SCIENT_COUNTERFEIT_3Y_IND,SCIENT_DECLINE_LVL_3Y_IND,NO_SCI_TECH_ACHI_2Y_IND,SCI_TECH_RANK_TAIL_2Y_IND,RESE_DEV_PAT_LOW_2Y_IND,HIGH_VAL_PAT_RET_0_2Y_IND,PAT_LAW_BINVA_3Y_IND,CST_MGRP_ID,CST_MGRP_NM,SETL_ACTV_ACCT_IND,MRAQ_LOAN_CUST_IND,MANU_SETTLE_AMT_MON_NUM,PYRL_MON_NUM_12M,PYRL_AMT_M,CFM_CRG_PCT,NUM_PYRL_AMT_12M_AVG,LATEST_PYRL_DT,UNION_MEC_NUM,UES_RPLYMT_TAX_M_IND,CORP_EBNKG_M_IND,CORP_MB_M_IND,CUST_STATUS,IDYCMRC_CAN_IND,dt
MOCK_TAG_0580,MOCK_CUST_0580,MOCK_ECIF_0580,上海澄宁信息科技和有限公司,913101127000058061,20090625,存续,软件开发、信息系统集成及技术咨询,600000.00000000,CNY,522000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310112,上海市闵行区联航路660号5幢101室,19,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,李舒颖,MOCK_PERSON_0580,李舒颖,MOCK_PERSON_0580,MOCK_ORG_SH_MH_05,MOCK_ORG_SH_MH,MOCK_ORG_SH_MH_05,MOCK_ORG_SH_MH,1,0,0,1,0,0,20260521,,20250522,,,52,672751.99000000,13,1,1,0,0,0,0,0,0,20250517,1,1,2139232.00000000,4,0,1,0,0,0,0,366000.26000000,406332.86000000,350201.41000000,350201.41000000,1,0,0,0,0,0,0,0,585000.00000000,154791.00000000,154791.00000000,430209.00000000,154791.00000000,195123.60000000,154791.00000000,0.00000000,0.00000000,20260917,897000.00000000,189111.00000000,585000.00000000,154791.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,0–19,0,0,0,0,0,0,0,0,,,1,0,12,4,165750.40000000,0.65217391,12937.53826923,20260905,19,0,1,0,正常,0,20260917
MOCK_TAG_0581,MOCK_CUST_0581,MOCK_ECIF_0581,上海澄知精密制造和有限公司,91310112700005814U,20170222,存续,工业零部件、自动化设备的研发与制造,4400000.00000000,CNY,2904000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310112,上海市闵行区联航路661号6幢102室,16,C,34,348,3484,1,0,0,1,0,0,0,0,0,0,0,0,0,周舒颖,MOCK_PERSON_0581,周舒颖,MOCK_PERSON_0581,MOCK_ORG_SH_MH_06,MOCK_ORG_SH_MH,MOCK_ORG_SH_MH_06,MOCK_ORG_SH_MH,0,0,0,0,1,1,,,,20260608,20260610,0,0.00000000,0,0,0,1,0,1,0,0,0,20260531,1,1,542044.00000000,1,0,1,0,0,0,0,220000.69000000,93077.22000000,66301.58000000,66301.58000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,1848000.00000000,1293600.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,4,0,0.00000000,0.00000000,0.00000000,,16,0,0,1,正常,0,20260917
MOCK_TAG_0582,MOCK_CUST_0582,MOCK_ECIF_0582,苏州澄禾医疗科技和有限公司,91320571700005822X,20130711,存续,医疗器械研发、技术咨询及销售,3000000.00000000,CNY,2790000.00000000,CNY,私人控股,私营有限责任公司,小型,320000,320500,320571,苏州市工业园区星湖街662号7幢103室,8,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,吴舒颖,MOCK_PERSON_0582,吴舒颖,MOCK_PERSON_0582,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_07,MOCK_ORG_JS_SZ,0,1,0,1,1,0,,20240818,20240815,20240817,,0,0.00000000,0,0,1,1,0,0,0,0,0,20240806,1,1,2244108.00000000,5,0,1,0,0,0,0,804600.60000000,543053.48000000,542175.20000000,540000.40000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,990000.00000000,574200.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,40–59,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,8,0,1,1,正常,0,20260917
MOCK_TAG_0583,MOCK_CUST_0583,MOCK_ECIF_0583,上海澄润信息科技和有限公司,91310115700005830W,20110728,存续,软件开发、信息系统集成及技术咨询,4100000.00000000,CNY,3772000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路663号8幢104室,14,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,李瑞博,MOCK_PERSON_0100,吴远博,MOCK_PERSON_0022,MOCK_ORG_SH_PD_08,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_08,MOCK_ORG_SH_PD,1,1,0,1,0,0,20251023,20230627,20230624,,,143,1842755.63000000,13,1,1,0,0,0,0,0,0,20230615,1,1,2244214.00000000,4,0,1,0,0,0,0,239850.35000000,134434.47000000,131145.15000000,123000.18000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,410000.00000000,106600.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,B,2132000.00000000,CNY,嘉禾产业投资08,0,0,0,0,0,0,0–19,0,0,0,0,0,0,0,0,MOCK_GROUP_19,产业集团19,1,0,12,11,144625.12000000,0.00000000,12886.40300699,20260905,14,0,1,0,正常,0,20260917
MOCK_TAG_0584,MOCK_CUST_0584,MOCK_ECIF_0584,上海澄森供应链和有限公司,91310115700005849R,20210422,存续,仓储服务、国内货物运输代理,600000.00000000,CNY,246000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路664号1幢105室,90,G,58,582,5821,1,0,0,1,0,0,0,0,0,0,0,0,0,王舒颖,MOCK_PERSON_0584,王舒颖,MOCK_PERSON_0584,MOCK_ORG_SH_PD_01,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_01,MOCK_ORG_SH_PD,0,1,0,1,1,0,,20230116,20230113,20230115,,0,0.00000000,0,0,1,1,0,0,0,0,0,20230107,1,1,1880648.00000000,4,0,1,0,0,0,0,294000.95000000,357542.96000000,315563.15000000,315563.15000000,1,0,0,0,0,0,0,0,657000.00000000,82387.80000000,82387.80000000,574612.20000000,82387.80000000,145929.81000000,82387.80000000,0.00000000,0.00000000,20260917,831000.00000000,148507.80000000,657000.00000000,82387.80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.79061372,0.00000000,,90,0,1,1,正常,0,20260917
MOCK_TAG_0585,MOCK_CUST_0585,MOCK_ECIF_0585,上海澄远商贸和有限公司,91310115700005857L,20071115,存续,日用百货、五金及电子产品批发,500000.00000000,CNY,355000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路665号2幢106室,57,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,林景博,MOCK_PERSON_0207,朱宇博,MOCK_PERSON_0173,MOCK_ORG_SH_PD_02,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_02,MOCK_ORG_SH_PD,0,1,0,1,1,0,,20231102,20231030,20231101,,0,0.00000000,0,0,1,1,0,0,0,0,0,20231029,1,1,2258606.00000000,4,0,1,0,0,0,0,250000.93000000,317476.17000000,226147.41000000,226147.41000000,1,0,0,0,0,0,0,0,799000.00000000,333662.40000000,333662.40000000,465337.60000000,333662.40000000,317797.95000000,333662.40000000,0.00000000,0.00000000,20260917,1109000.00000000,377062.40000000,799000.00000000,333662.40000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MOCK_GROUP_42,产业集团42,1,0,12,0,0.00000000,0.72046889,0.00000000,,57,0,1,1,正常,0,20260917
MOCK_TAG_0586,MOCK_CUST_0586,MOCK_ECIF_0586,宁波澄衡食品和有限公司,91330212700005865H,20140802,存续,食品加工、预包装食品销售,2500000.00000000,CNY,2075000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330200,330212,宁波市鄞州区首南东路666号3幢107室,38,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,徐文颖,MOCK_PERSON_0396,李明博,MOCK_PERSON_0004,MOCK_ORG_ZJ_NB_03,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_03,MOCK_ORG_ZJ_NB,0,1,0,1,0,0,,20240801,20240729,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20240724,1,1,1720422.00000000,4,0,1,0,0,0,0,275000.22000000,899955.99000000,641064.54000000,641064.54000000,1,0,0,0,0,0,0,0,1732500.00000000,719680.50000000,719680.50000000,1012819.50000000,719680.50000000,901666.30000000,719680.50000000,0.00000000,0.00000000,20260917,2957500.00000000,1479180.50000000,1732500.00000000,719680.50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,950000.00000000,CNY,嘉禾产业投资11,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MOCK_GROUP_31,产业集团31,1,0,12,0,0.00000000,0.58579882,0.00000000,,38,0,1,0,正常,0,20260917
MOCK_TAG_0587,MOCK_CUST_0587,MOCK_ECIF_0587,宁波澄昕医疗科技和有限公司,91330212700005873C,20090116,存续,医疗器械研发、技术咨询及销售,3800000.00000000,CNY,2850000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330200,330212,宁波市鄞州区首南东路667号4幢108室,47,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,黄舒颖,MOCK_PERSON_0587,黄舒颖,MOCK_PERSON_0587,MOCK_ORG_ZJ_NB_04,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_04,MOCK_ORG_ZJ_NB,1,1,0,1,1,0,20260622,20241128,20241125,20241127,,96,1094721.85000000,32,1,1,1,0,0,0,0,0,20241122,1,1,2646958.00000000,4,0,1,0,0,0,0,1162800.41000000,769972.66000000,683206.75000000,641207.89000000,1,0,0,0,0,0,0,0,988000.00000000,177642.40000000,177642.40000000,810357.60000000,177642.40000000,242654.89000000,177642.40000000,0.00000000,0.00000000,20260917,2660000.00000000,712682.40000000,988000.00000000,177642.40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,0–19,0,0,0,0,0,0,0,0,,,1,0,12,3,330880.85000000,0.37142857,11403.35260417,20260905,47,0,1,1,正常,0,20260917
MOCK_TAG_0588,MOCK_CUST_0588,MOCK_ECIF_0588,苏州澄途信息科技和有限公司,913205717000058811,20181004,存续,软件开发、信息系统集成及技术咨询,270800000.00000000,CNY,224764000.00000000,CNY,私人控股,私营有限责任公司,大型,320000,320500,320571,苏州市工业园区星湖街668号5幢109室,2024,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,徐舒颖,MOCK_PERSON_0588,徐舒颖,MOCK_PERSON_0588,MOCK_ORG_JS_SZ_05,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_05,MOCK_ORG_JS_SZ,0,0,0,1,0,0,,,20241108,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20241105,1,1,2264966.00000000,4,0,1,0,0,0,0,170604000.54000000,195335456.29000000,188220927.93000000,188220927.93000000,1,0,0,0,0,0,0,0,240470400.00000000,0.00000000,0.00000000,240470400.00000000,0.00000000,24731455.75000000,0.00000000,0.00000000,0.00000000,20260917,416490400.00000000,33443800.00000000,240470400.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,20–39,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.57737321,0.00000000,,2024,0,1,0,正常,0,20260917
MOCK_TAG_0589,MOCK_CUST_0589,MOCK_ECIF_0589,苏州禾川信息科技和有限公司,9132057170000589XQ,20121102,存续,软件开发、信息系统集成及技术咨询,4000000.00000000,CNY,1800000.00000000,CNY,私人控股,私营有限责任公司,小型,320000,320500,320571,苏州市工业园区星湖街669号6幢110室,66,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,朱舒颖,MOCK_PERSON_0589,朱舒颖,MOCK_PERSON_0589,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,0,1,0,1,1,0,,20250721,20250718,20250720,,0,0.00000000,0,0,1,1,0,0,0,0,0,20250708,1,1,1930126.00000000,4,0,1,0,0,0,0,840000.67000000,840000.67000000,840000.67000000,840000.67000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,3040000.00000000,972800.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,B,2000000.00000000,CNY,嘉禾产业投资02,0,0,0,0,0,0,40–59,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,66,0,1,1,正常,0,20260917
MOCK_TAG_0590,MOCK_CUST_0590,MOCK_ECIF_0590,上海禾原信息科技和有限公司,913101147000059027,20150113,存续,软件开发、信息系统集成及技术咨询,2000000.00000000,CNY,1840000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310114,上海市嘉定区嘉罗公路670号7幢111室,67,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,胡舒颖,MOCK_PERSON_0590,孙安颖,MOCK_PERSON_0435,MOCK_ORG_SH_JD_07,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_07,MOCK_ORG_SH_JD,0,0,0,1,0,0,,,20230721,,,0,0.00000000,0,0,1,0,0,0,0,0,0,20230719,1,1,2880182.00000000,5,0,1,0,0,0,0,940000.87000000,940000.87000000,940000.87000000,940000.87000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,1440000.00000000,158400.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,0–19,0,0,0,0,0,0,0,0,MOCK_GROUP_15,产业集团15,1,0,12,0,0.00000000,0.00000000,0.00000000,,67,0,1,0,正常,0,20260917
MOCK_TAG_0591,MOCK_CUST_0591,MOCK_ECIF_0591,杭州禾辰食品和有限公司,91330108700005910L,20070102,存续,食品加工、预包装食品销售,3500000.00000000,CNY,1505000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330100,330108,杭州市滨江区江陵路671号8幢112室,53,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,林舒颖,MOCK_PERSON_0591,林舒颖,MOCK_PERSON_0591,MOCK_ORG_ZJ_HZ_08,MOCK_ORG_ZJ_HZ,MOCK_ORG_ZJ_HZ_08,MOCK_ORG_ZJ_HZ,1,1,0,1,0,0,20251223,20230116,20230113,,,423,2766305.98000000,47,1,1,0,0,1,0,0,0,20230107,1,1,2676230.00000000,5,0,1,0,0,0,0,5056802.04000000,2569259.50000000,2393993.29000000,1960000.79000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,1190000.00000000,880600.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,9,323830.12000000,0.00000000,6539.73044917,20260910,53,0,1,0,正常,0,20260917
MOCK_TAG_0592,MOCK_CUST_0592,MOCK_ECIF_0592,宁波禾宁医疗科技和有限公司,91330212700005929F,20090317,存续,医疗器械研发、技术咨询及销售,1600000.00000000,CNY,1232000.00000000,CNY,私人控股,私营有限责任公司,小型,330000,330200,330212,宁波市鄞州区首南东路672号1幢113室,80,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,何舒颖,MOCK_PERSON_0592,何舒颖,MOCK_PERSON_0592,MOCK_ORG_ZJ_NB_01,MOCK_ORG_ZJ_NB,MOCK_ORG_ZJ_NB_01,MOCK_ORG_ZJ_NB,1,0,0,1,1,0,20260518,,20230927,20230929,,272,3081761.98000000,68,1,1,1,0,0,0,0,0,20230926,1,1,1662206.00000000,4,0,1,0,0,0,0,624000.00000000,457967.26000000,326223.25000000,310267.09000000,1,0,0,0,0,0,0,0,1584000.00000000,604454.40000000,604454.40000000,979545.60000000,604454.40000000,436292.09000000,604454.40000000,0.00000000,0.00000000,20260917,2400000.00000000,792134.40000000,1584000.00000000,604454.40000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,60–79,0,0,0,0,0,0,0,0,,,1,0,12,4,0.00000000,0.66000000,11330.00727941,20260825,80,0,1,1,正常,0,20260917
MOCK_TAG_0593,MOCK_CUST_0593,MOCK_ECIF_0593,上海禾知医疗科技和有限公司,913101157000059378,20160604,存续,医疗器械研发、技术咨询及销售,42300000.00000000,CNY,38493000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310115,上海市浦东新区金海路673号2幢114室,196,C,35,358,3589,1,1,0,1,0,0,0,0,0,0,0,0,0,赵清颖,MOCK_PERSON_0593,郑文颖,MOCK_PERSON_0391,MOCK_ORG_SH_PD_02,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_02,MOCK_ORG_SH_PD,1,0,0,1,1,0,20260201,,20250317,20250319,,1472,16414642.81000000,184,1,1,1,0,0,0,0,0,20250315,1,1,1405764.00000000,3,0,1,0,0,1,0,9445592.63000000,3458904.50000000,3315671.93000000,2961000.82000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,2538000.00000000,862920.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,60–79,0,0,0,0,0,0,0,0,MOCK_GROUP_58,产业集团58,1,0,12,8,2246640.74000000,0.00000000,11151.25190897,20260915,196,0,1,1,正常,0,20260917
MOCK_TAG_0594,MOCK_CUST_0594,MOCK_ECIF_0594,上海禾禾商贸和有限公司,913101157000059453,20080830,存续,日用百货、五金及电子产品批发,2600000.00000000,CNY,1794000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310115,上海市浦东新区金海路674号3幢115室,20,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,钱清颖,MOCK_PERSON_0594,陈文颖,MOCK_PERSON_0393,MOCK_ORG_SH_PD_03,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_03,MOCK_ORG_SH_PD,0,0,0,1,1,1,,,20231202,20231204,20231206,0,0.00000000,0,0,1,1,0,0,0,0,0,20231126,1,1,2102604.00000000,4,0,1,0,0,0,0,1378000.75000000,1244750.08000000,1055106.52000000,1055106.52000000,1,0,0,0,0,0,0,0,2769000.00000000,792487.80000000,792487.80000000,1976512.20000000,792487.80000000,659237.13000000,792487.80000000,0.00000000,0.00000000,20260917,3601000.00000000,992167.80000000,2769000.00000000,792487.80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,754000.00000000,CNY,嘉禾产业投资07,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MOCK_GROUP_54,产业集团54,1,0,12,0,0.00000000,0.76895307,0.00000000,,20,0,1,1,正常,0,20260917
MOCK_TAG_0595,MOCK_CUST_0595,MOCK_ECIF_0595,上海禾润食品和有限公司,91310114700005953F,20231019,存续,食品加工、预包装食品销售,43200000.00000000,CNY,13824000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310114,上海市嘉定区嘉罗公路675号4幢116室,323,C,14,149,1499,1,0,0,1,0,0,0,0,0,0,0,0,0,孙清颖,MOCK_PERSON_0595,孙清颖,MOCK_PERSON_0595,MOCK_ORG_SH_JD_04,MOCK_ORG_SH_JD,MOCK_ORG_SH_JD_04,MOCK_ORG_SH_JD,0,0,0,1,1,0,,,20250223,20250225,,0,0.00000000,0,0,1,1,0,0,0,0,0,20250218,1,1,2396166.00000000,4,0,1,0,0,1,0,18973440.58000000,9253440.28000000,8828423.29000000,7776000.24000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,19008000.00000000,8743680.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,11232000.00000000,CNY,嘉禾产业投资08,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,323,0,1,1,正常,0,20260917
MOCK_TAG_0596,MOCK_CUST_0596,MOCK_ECIF_0596,上海禾森商贸和有限公司,91310115700005961Q,20220213,存续,日用百货、五金及电子产品批发,15200000.00000000,CNY,7904000.00000000,CNY,私人控股,私营有限责任公司,中型,310000,310100,310115,上海市浦东新区金海路676号5幢117室,411,F,51,513,5135,1,0,0,1,0,0,0,0,0,0,0,0,0,李清颖,MOCK_PERSON_0596,李清颖,MOCK_PERSON_0596,MOCK_ORG_SH_PD_05,MOCK_ORG_SH_PD,MOCK_ORG_SH_PD_05,MOCK_ORG_SH_PD,0,1,0,1,1,1,,20241014,20241011,20241013,20241015,0,0.00000000,0,0,1,1,0,0,0,0,0,20241003,1,1,2563286.00000000,4,0,1,0,0,1,0,19813200.43000000,10327494.07000000,9761502.68000000,8360000.18000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,10336000.00000000,7028480.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,10944000.00000000,CNY,嘉禾产业投资09,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,411,0,1,1,正常,0,20260917
MOCK_TAG_0597,MOCK_CUST_0597,MOCK_ECIF_0597,苏州禾远精密制造和有限公司,9132057170000597XC,20150403,存续,工业零部件、自动化设备的研发与制造,4800000.00000000,CNY,1536000.00000000,CNY,私人控股,私营有限责任公司,小型,320000,320500,320571,苏州市工业园区星湖街677号6幢118室,86,C,34,348,3484,1,0,0,1,0,0,0,0,0,0,0,0,0,周清颖,MOCK_PERSON_0597,周清颖,MOCK_PERSON_0597,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,MOCK_ORG_JS_SZ_06,MOCK_ORG_JS_SZ,0,0,0,1,1,1,,,20260808,20260810,20260812,0,0.00000000,0,0,1,1,0,0,0,0,0,20260730,1,1,352746.00000000,1,0,1,0,0,0,0,2016000.60000000,387692.42000000,276164.47000000,276164.47000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,864000.00000000,561600.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00000000,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,2,0,0.00000000,0.00000000,0.00000000,,86,0,1,1,正常,0,20260917
MOCK_TAG_0598,MOCK_CUST_0598,MOCK_ECIF_0598,上海禾衡信息科技和有限公司,913101127000059885,20180315,存续,软件开发、信息系统集成及技术咨询,4400000.00000000,CNY,1320000.00000000,CNY,私人控股,私营有限责任公司,小型,310000,310100,310112,上海市闵行区联航路678号7幢119室,45,I,65,651,6513,1,1,0,1,0,0,0,0,0,0,0,0,0,吴清颖,MOCK_PERSON_0598,吴清颖,MOCK_PERSON_0598,MOCK_ORG_SH_MH_07,MOCK_ORG_SH_MH,MOCK_ORG_SH_MH_07,MOCK_ORG_SH_MH,0,1,0,1,1,0,,20221204,20221201,20221203,,0,0.00000000,0,0,1,1,0,0,0,0,0,20221129,1,1,2947566.00000000,4,0,1,0,0,0,0,5583601.33000000,2393668.26000000,2274667.94000000,1980000.47000000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20260917,3520000.00000000,2112000.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.00000000,,,0,0,0,0,0,0,40–59,0,0,0,0,0,0,0,0,,,1,0,12,0,0.00000000,0.00000000,0.00000000,,45,0,1,1,正常,0,20260917
